1517869897,0,960631332392128514
1517870393,0,960631332392128514
1518035976,33,961281410949664768
1518036909,0,961281410949664768
1518037754,0,961281410949664768
1518037825,0,961281410949664768
1518037918,0,961281410949664768
1518038110,0,961281410949664768
1518038169,0,961281410949664768
1518038205,0,961281410949664768
1518038384,0,961281410949664768
1518038441,0,961281410949664768
1518038467,0,961281410949664768
1518038625,0,961281410949664768
1518038729,0,961281410949664768
1518038735,0,961281410949664768
1518038840,0,961281410949664768
1518038994,0,961281410949664768
1518039155,0,961281410949664768
1518079857,0,961503963530104832
